"","xhat","level","trend","season"
"1",87.2365328987568,82.877389930469,-0.0043629176181609,1.05265290822826
"2",90.4218188871149,82.1505937875435,-0.0043629176181609,1.10074215127768
"3",92.9973413612699,81.91055362395,-0.0043629176181609,1.1354128492522
"4",90.9402979479863,81.9076307735123,-0.0043629176181609,1.11033784522484
"5",83.9991680286848,81.9363361160893,-0.0043629176181609,1.02523062425466
"6",84.0449619776763,81.9324722713999,-0.0043629176181609,1.02583792840567
"7",75.0633345916245,81.9011540715221,-0.0043629176181609,0.9165601427602
"8",87.0494463850205,81.8542942552371,-0.0043629176181609,1.06352497750981
"9",84.0222036122818,81.8213380506709,-0.0043629176181609,1.02695319003963
"10",87.0644474389769,81.8036782387288,-0.0043629176181609,1.06436645706871
"11",84.0527248610892,81.762076860898,-0.0043629176181609,1.02807087927387
"12",88.0514142454407,81.7261733675162,-0.0043629176181609,1.07745305397294
"13",86.0317813953403,81.6924635425844,-0.0043629176181609,1.0531739719389
"14",89.9278704055771,81.6695418171846,-0.0043629176181609,1.10117765756899
"15",90.8951391041508,81.7054629684106,-0.0043629176181609,1.11253262254293
"16",90.9367997289592,81.7590666790547,-0.0043629176181609,1.11231275443571
"17",88.9187379617918,81.7896474908802,-0.0043629176181609,1.08722172241315
"18",88.8937408063598,81.8312516430995,-0.0043629176181609,1.08636344593996
"19",88.86665922254,81.8870432921078,-0.0043629176181609,1.08529250405714
"20",89.8370250654516,81.9582406286421,-0.0043629176181609,1.09619004706799
"21",88.793335757878,82.0453126524881,-0.0043629176181609,1.08230506892996
"22",83.8297945761229,82.1583834709064,-0.0043629176181609,1.0203979551037
"23",87.0215236195579,82.2566048880108,-0.0043629176181609,1.05798360670682
"24",88.0383326962433,82.2397303488531,-0.0043629176181609,1.07056532300243
"25",89.0277131639769,82.2133466143142,-0.0043629176181609,1.08294384823486
"26",89.1901856798491,82.193245411777,-0.0043629176181609,1.08518552598872
"27",91.1958747693496,82.0810992996447,-0.0043629176181609,1.11110503157531
"28",91.2056029283253,81.9683185760698,-0.0043629176181609,1.11275257758891
"29",89.1343472319168,81.8503217571162,-0.0043629176181609,1.08905007034876
"30",88.0029170586076,81.7700909320522,-0.0043629176181609,1.07628121458262
"31",71.8408085884084,81.7640611640285,-0.0043629176181609,0.878682408683701
"32",79.8567356741907,81.8711187026198,-0.0043629176181609,0.975447663810087
"33",83.9293442827972,81.9570814812503,-0.0043629176181609,1.02411909883905
"34",88.0449216666048,81.9951486654753,-0.0043629176181609,1.07383922307277
"35",88.9425605140019,81.9650584705428,-0.0043629176181609,1.08518552598872
"36",87.8435709980355,81.9932480105914,-0.0043629176181609,1.07140828782369
"37",83.7896046485915,82.0786774772018,-0.0043629176181609,1.02089923136382
"38",83.7335521660918,82.2010594597508,-0.0043629176181609,1.0186972918452
"39",79.8667500767856,82.3575551377745,-0.0043629176181609,0.969807580297268
"40",72.8779061196949,82.4376925926715,-0.0043629176181609,0.884083008741425
"41",79.8660670279229,82.5182629915677,-0.0043629176181609,0.967910460617501
"42",85.8308937641036,82.599000072607,-0.0043629176181609,1.03918240603251
"43",87.8429319679605,82.6947166413939,-0.0043629176181609,1.06231172092209
"44",87.874864827024,82.7812849524848,-0.0043629176181609,1.06158652275099
"45",87.0411654053855,82.8494158961366,-0.0043629176181609,1.05065012666423
"46",88.1663286202442,82.8209566148077,-0.0043629176181609,1.06459737939253
"47",91.2667102840779,82.7205079829909,-0.0043629176181609,1.10337238530576
"48",91.240963760429,82.5674848074443,-0.0043629176181609,1.10510554436377
"49",89.103511190003,82.4290229931165,-0.0043629176181609,1.08102976837741
"50",88.9827100484373,82.3657720654864,-0.0043629176181609,1.08039324447062
"51",87.9714912695802,82.3712512790011,-0.0043629176181609,1.06804436855265
"52",82.0578913496681,82.383304303544,-0.0043629176181609,0.99610276569647
"53",79.164996056652,82.343198735035,-0.0043629176181609,0.961453915041953
"54",81.1087102185675,82.2332945456556,-0.0043629176181609,0.986376797225856
"55",82.1269476812561,82.1611511306176,-0.0043629176181609,0.99963678556097
"56",84.029036489743,82.0786866412545,-0.0043629176181609,1.02381637371376
"57",87.0412572073369,82.0568816035431,-0.0043629176181609,1.06079933439347
"58",90.1716329468802,82.0285996418257,-0.0043629176181609,1.09932913182803
"59",90.2930998595426,81.9282192775283,-0.0043629176181609,1.10215880784303
"60",91.2718809717859,81.7603070691508,-0.0043629176181609,1.11639443368932
"61",91.2445922169449,81.6061694780218,-0.0043629176181609,1.11816877668515
"62",84.2587694750032,81.4672786170321,-0.0043629176181609,1.03432057091972
"63",80.5173277715308,83.6874368400947,-0.0043629176181609,0.962169815202074
"64",77.7203302811922,88.4658739596325,-0.0043629176181609,0.878577918980825
"65",102.394198309584,97.7572564364003,-0.0043629176181609,1.04747997346912
"66",93.2716356596782,92.2373130415251,-0.0043629176181609,1.01126154518939
"67",88.8247879184601,84.7699028886163,-0.0043629176181609,1.04788795008975
"68",86.0145431508079,80.1731901865382,-0.0043629176181609,1.07291756760117
"69",83.6877122795281,77.8676662719016,-0.0043629176181609,1.07480300313927
"70",85.1383342963477,79.1863959286859,-0.0043629176181609,1.07522288906686
"71",88.9244046457906,80.8188405931063,-0.0043629176181609,1.10035240223748
"72",79.3306023312219,78.0621561487843,-0.0043629176181609,1.01630598364838
"73",81.6843068769602,78.4628696328412,-0.0043629176181609,1.0411147279854
"74",83.8025657657803,78.6449916537374,-0.0043629176181609,1.06563956968073
"75",75.5250379574778,79.9088142210313,-0.0043629176181609,0.945191872611628
